Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Age at enrollment,Scholarship holder,Gender,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Debtor,Daytime/evening attendance,Previous qualification,Target
6,7,6,12.333333333333334,6,10,3,12.0,18,0,0,13,1,6,8,1,0,1,0,1,1,Enrolled
7,8,6,14.37,8,10,7,14.65,20,0,0,13,27,10,8,1,0,1,0,1,1,Graduate
5,13,3,12.0,5,8,4,11.75,19,0,0,1,14,5,10,1,0,1,0,1,1,Enrolled
6,12,3,12.0,6,15,3,10.666666666666666,18,1,0,19,28,1,9,1,0,0,0,1,1,Dropout
6,11,4,12.0,6,14,3,11.0,19,1,0,1,14,6,8,0,0,1,0,1,1,Dropout
6,10,5,12.6,6,7,5,11.2,19,0,0,1,28,5,9,1,0,1,0,1,1,Graduate
6,6,6,12.166666666666666,6,6,6,12.333333333333334,18,0,0,1,28,10,4,0,0,1,1,1,3,Graduate
7,8,6,13.5,7,8,6,14.0,20,0,0,13,1,32,16,1,0,1,0,1,1,Enrolled
8,8,8,13.76375,8,8,8,13.76375,18,1,0,23,28,10,10,1,0,1,0,1,1,Graduate
7,11,6,12.4,7,8,6,12.8,19,1,0,23,28,6,6,1,0,1,0,1,1,Graduate
5,16,4,10.666666666666666,5,11,2,12.0,18,0,0,3,28,3,11,1,0,1,0,1,1,Enrolled
7,7,6,14.333333333333334,7,7,6,14.333333333333334,18,0,0,22,27,10,10,1,0,1,0,1,1,Graduate
6,12,4,12.5,6,13,2,12.666666666666666,21,0,0,1,27,5,10,1,0,1,0,1,1,Enrolled
6,14,1,10.0,6,13,0,0.0,19,0,0,19,28,1,8,1,0,0,1,1,1,Dropout
7,8,7,14.69625,8,9,8,14.622222222222224,21,0,0,1,1,4,4,1,0,1,0,1,1,Graduate
6,14,4,11.5,6,17,3,13.75,18,0,0,4,1,3,10,0,0,1,0,1,1,Enrolled
7,9,7,12.855555555555556,8,8,8,13.9125,18,1,0,13,28,10,8,0,0,1,0,1,1,Graduate
7,7,7,13.7,8,9,8,13.994444444444444,18,0,0,1,1,4,11,0,0,1,0,1,1,Graduate
5,9,0,0.0,5,10,1,12.0,23,0,0,3,1,2,4,0,0,0,0,1,1,Dropout
6,13,3,11.2,6,9,4,12.0,20,0,0,13,27,8,8,1,0,1,0,1,1,Enrolled
7,8,6,0.0,8,9,6,13.333333333333334,18,0,0,23,28,10,6,0,0,1,0,1,1,Graduate
6,9,5,13.0,6,8,5,10.4,19,0,0,1,14,3,11,1,0,1,0,1,1,Enrolled
7,8,6,12.6,7,9,6,11.685714285714283,27,1,0,1,28,4,8,0,0,1,0,1,1,Enrolled
5,5,5,12.8,5,5,4,12.0,19,1,0,22,27,10,7,1,0,0,1,1,1,Enrolled
6,14,5,11.5,6,13,5,11.0,21,0,0,1,14,10,10,1,0,1,0,1,1,Dropout
8,8,7,11.4,8,8,7,11.4,19,1,0,22,28,8,9,1,0,1,0,1,1,Graduate
6,6,6,12.333333333333334,6,8,6,11.333333333333334,21,1,0,22,27,7,10,0,0,1,0,1,1,Graduate
6,7,5,12.8,6,10,4,12.2,18,0,0,13,14,10,10,1,0,1,0,1,1,Graduate
5,8,5,12.0,5,8,4,15.0,20,1,0,13,28,8,8,1,0,1,0,1,1,Graduate
6,8,5,13.0,6,9,5,13.5,18,1,0,22,27,10,8,1,0,1,0,1,1,Graduate
6,6,6,11.833333333333334,6,8,6,11.0,18,1,0,1,1,5,9,1,0,0,1,1,1,Dropout
6,8,6,14.0,6,9,6,13.333333333333334,18,0,0,1,3,5,5,1,0,1,0,1,1,Graduate
6,6,6,12.333333333333334,6,6,6,13.5,18,1,0,1,1,4,4,1,0,1,0,1,1,Graduate
7,10,5,13.04,7,7,7,12.5,19,1,0,1,1,8,8,1,0,1,0,1,1,Enrolled
11,18,11,13.166666666666666,9,15,8,13.333333333333334,23,0,0,13,28,9,10,1,0,0,1,1,16,Enrolled
6,7,6,12.5,6,11,6,12.833333333333334,24,1,0,13,14,5,10,1,0,1,0,1,12,Graduate
0,0,0,0.0,0,0,0,0.0,19,0,0,1,1,4,4,1,0,1,0,1,1,Graduate
8,8,7,15.657142857142857,8,8,7,15.657142857142857,18,0,0,13,14,10,10,1,0,1,0,1,1,Graduate
6,6,6,12.166666666666666,6,6,6,11.333333333333334,19,0,0,1,14,5,4,0,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,19,0,0,23,14,5,10,1,0,1,0,1,1,Dropout
6,11,5,10.6,6,9,5,11.166666666666666,20,1,0,1,28,6,9,0,0,1,0,1,1,Enrolled
6,10,6,13.428571428571429,6,11,5,12.666666666666666,20,0,0,1,10,5,6,0,0,1,0,1,1,Enrolled
6,8,4,0.0,6,12,0,0.0,18,0,0,19,27,1,1,0,0,1,0,1,1,Dropout
5,10,0,0.0,5,5,0,0.0,36,0,1,13,1,10,6,0,0,0,1,1,12,Dropout
0,0,0,0.0,0,0,0,0.0,19,0,1,1,1,5,11,0,0,0,0,1,1,Dropout
5,0,0,0.0,5,0,0,0.0,27,0,1,13,27,10,10,0,0,0,0,1,1,Dropout
5,9,1,13.0,5,5,0,0.0,18,0,1,3,1,15,31,0,0,1,0,1,1,Dropout
8,8,7,13.331428571428573,8,8,7,13.331428571428573,18,1,1,22,28,10,10,1,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,28,0,1,23,28,6,6,0,0,1,0,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,21,0,1,13,1,10,10,1,0,1,0,1,14,Graduate
7,7,6,13.7,7,7,6,13.7,19,0,1,13,27,5,10,0,0,1,0,1,1,Graduate
5,5,0,0.0,5,5,0,0.0,26,0,1,6,16,4,4,0,0,0,1,1,7,Dropout
9,8,9,13.454545454545457,6,9,6,13.875,20,0,1,1,14,4,6,1,0,1,0,1,1,Dropout
8,8,7,12.2,8,8,7,12.2,19,0,1,23,28,10,10,1,0,1,0,1,1,Graduate
5,8,3,10.0,5,10,4,11.0,21,0,1,13,14,8,4,1,0,1,0,1,1,Dropout
6,7,5,13.0,6,7,6,12.857142857142858,23,1,1,1,14,10,10,0,0,1,0,1,16,Graduate
6,11,6,12.0,6,6,6,14.0,29,0,1,23,27,5,9,0,0,1,0,0,13,Graduate
8,8,7,15.028571428571428,8,8,7,15.028571428571428,20,0,1,1,1,10,10,0,0,1,0,1,1,Graduate
6,8,6,12.0,6,7,6,11.714285714285714,18,0,1,1,14,6,10,0,0,1,0,1,1,Graduate
6,8,5,12.0,6,8,5,12.4,19,0,1,1,28,4,6,1,0,1,0,1,1,Graduate
7,7,3,13.666666666666666,8,8,3,11.333333333333334,23,0,1,1,27,5,9,0,0,0,0,1,3,Dropout
0,0,0,0.0,0,0,0,0.0,21,0,1,23,1,6,2,0,0,1,0,1,1,Dropout
5,6,5,12.0,5,7,4,12.5,18,0,1,1,1,10,4,1,0,1,0,1,1,Enrolled
0,0,0,0.0,0,0,0,0.0,18,1,1,22,14,8,8,1,0,1,0,1,1,Graduate
6,6,1,14.0,6,7,0,0.0,21,0,1,13,27,10,6,1,0,0,1,1,1,Graduate
6,6,0,0.0,6,7,0,0.0,22,0,1,1,1,6,10,0,0,1,0,1,1,Dropout
7,8,7,12.375,7,11,5,12.583333333333334,21,0,1,3,14,3,9,1,0,1,0,1,1,Graduate
7,0,0,0.0,8,0,0,0.0,32,0,1,23,14,10,10,1,0,0,0,1,1,Dropout
18,21,18,11.421052631578949,13,16,13,11.076923076923077,27,0,1,1,14,5,2,1,0,1,0,1,3,Graduate
7,7,6,13.35,7,7,6,13.35,18,0,1,13,28,10,9,1,0,1,0,1,1,Graduate
6,6,6,15.0,6,6,2,16.0,24,1,1,1,1,6,4,1,0,1,0,1,1,Graduate
5,9,2,10.5,5,5,0,0.0,22,0,1,13,27,2,10,1,0,1,0,1,1,Dropout
6,0,0,0.0,4,6,0,0.0,22,0,1,2,3,4,3,1,0,0,0,1,1,Dropout
5,8,5,13.25,5,6,5,11.833333333333334,19,0,1,22,27,10,6,1,0,1,0,1,1,Graduate
5,10,0,0.0,5,5,0,0.0,19,0,1,22,11,5,12,1,0,1,0,1,1,Dropout
5,7,4,11.5,5,15,3,10.6,21,0,1,1,14,4,4,1,0,1,0,1,1,Enrolled
8,8,8,13.88125,8,8,8,13.88125,18,1,0,1,1,3,8,1,0,1,0,1,1,Graduate
6,8,6,11.333333333333334,6,8,5,12.6,18,0,0,3,27,4,11,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,20,0,0,13,14,10,10,1,0,1,1,1,1,Dropout
6,8,6,12.857142857142858,6,7,6,13.666666666666666,19,0,0,1,14,10,10,1,0,1,0,1,1,Graduate
6,6,5,11.6,6,6,6,12.5,19,0,0,23,28,29,39,1,0,1,1,1,1,Graduate
6,9,5,11.4,6,6,6,11.333333333333334,18,1,0,10,1,10,4,1,0,1,0,1,1,Graduate
6,11,6,13.333333333333334,6,10,6,13.0,20,0,0,1,1,4,10,1,0,1,0,1,1,Enrolled
7,7,7,13.571428571428571,9,9,9,13.77777777777778,22,1,0,10,27,4,10,0,0,1,1,1,14,Graduate
6,13,6,0.0,7,8,7,12.228571428571428,31,0,0,22,27,10,10,0,0,1,0,1,1,Graduate
7,7,7,14.428571428571429,7,7,7,14.142857142857142,19,1,0,13,14,10,9,0,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,18,0,0,1,3,4,4,1,0,1,0,1,1,Enrolled
6,8,6,12.285714285714286,6,9,5,12.4,18,1,0,23,28,10,8,1,0,1,0,1,1,Graduate
5,7,5,14.4,5,5,5,13.8,21,0,0,10,1,2,12,0,0,1,0,1,1,Graduate
7,8,7,13.15,8,9,8,15.06875,18,1,0,23,1,10,8,1,0,1,0,1,1,Graduate
5,6,0,0.0,5,5,0,0.0,25,0,1,2,27,3,9,0,0,0,1,1,14,Dropout
5,5,0,0.0,6,8,0,0.0,21,0,1,1,3,6,9,0,0,1,1,1,1,Dropout
6,8,7,12.342857142857143,8,8,7,12.342857142857143,19,1,0,23,27,6,6,1,0,1,0,1,1,Graduate
6,6,5,12.2,6,7,5,0.0,18,0,0,23,1,10,10,1,0,1,0,1,1,Enrolled
6,10,4,10.5,6,14,1,11.0,22,0,0,9,24,6,1,1,0,1,0,1,1,Dropout
5,5,5,10.6,5,8,5,11.6,19,0,1,23,1,10,2,0,0,1,0,1,1,Graduate
6,6,0,0.0,6,6,0,0.0,58,0,0,22,27,10,6,0,0,1,0,0,12,Dropout
6,8,4,11.25,6,6,6,12.0,19,1,0,13,27,10,8,1,0,1,0,1,1,Graduate
9,11,6,10.5,10,10,10,11.7,23,0,1,22,27,10,10,1,0,1,0,1,1,Graduate
6,11,4,11.0,6,11,3,11.666666666666666,19,1,0,22,27,10,10,1,0,1,0,1,1,Enrolled
7,7,7,13.457142857142856,8,8,8,14.5125,18,0,0,13,1,5,8,1,0,1,0,1,1,Graduate
5,6,5,12.6,5,8,4,12.333333333333334,20,0,0,13,14,12,12,0,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,18,0,0,13,14,12,8,0,0,0,0,1,1,Dropout
6,6,6,13.666666666666666,6,8,5,13.6,18,0,0,3,14,6,6,0,0,1,0,1,1,Graduate
5,5,5,11.6,5,5,5,11.8,18,1,0,13,14,6,8,1,0,1,1,1,1,Graduate
6,9,6,12.571428571428571,6,10,5,12.833333333333334,24,0,0,23,28,10,11,0,0,1,0,1,1,Dropout
6,7,5,11.8,6,7,5,11.4,18,0,0,22,27,10,6,1,0,1,0,1,1,Dropout
5,5,5,11.6,5,11,3,12.666666666666666,19,1,0,1,28,6,8,1,0,1,0,1,1,Enrolled
6,8,6,11.333333333333334,6,6,6,11.833333333333334,19,1,0,13,28,10,8,1,0,1,0,1,1,Graduate
6,6,6,10.666666666666666,6,6,6,11.5,18,0,0,23,28,7,7,1,0,1,0,1,1,Graduate
5,10,4,13.5,5,5,5,13.4,18,0,0,13,27,10,10,1,0,1,0,1,1,Enrolled
0,0,0,0.0,0,0,0,0.0,19,1,0,13,14,6,6,1,0,1,0,1,1,Graduate
6,8,6,13.333333333333334,6,9,4,11.5,22,0,0,1,4,10,7,1,0,1,0,1,1,Graduate
6,8,6,13.4,6,16,2,13.5,19,0,0,1,27,10,2,1,0,1,0,1,1,Enrolled
6,8,3,10.2,6,13,4,12.25,21,1,0,22,27,10,10,1,0,1,0,1,1,Enrolled
6,6,5,13.0,6,7,6,12.833333333333334,21,1,0,13,28,10,8,1,0,1,0,1,1,Graduate
8,11,7,12.90857142857143,8,11,7,12.90857142857143,18,1,0,23,28,6,8,1,0,1,0,1,1,Graduate
6,12,4,12.0,6,11,1,10.0,20,0,0,1,10,5,10,1,0,1,0,1,1,Dropout
6,9,6,10.833333333333334,6,8,5,11.0,18,1,0,22,28,8,8,1,0,1,0,1,1,Enrolled
6,6,6,15.333333333333334,6,9,6,15.833333333333334,19,0,0,1,28,5,9,1,0,1,0,1,1,Graduate
7,9,6,12.816666666666668,8,11,6,12.875,18,1,0,1,28,10,10,1,0,1,0,1,1,Enrolled
7,7,6,13.0,6,6,2,14.0,26,0,1,26,1,4,5,0,0,0,1,1,1,Dropout
6,11,2,13.5,5,11,2,11.0,19,0,0,1,3,21,31,0,0,1,1,1,1,Enrolled
6,7,6,12.5,6,6,6,12.166666666666666,35,0,0,22,27,10,10,0,0,1,0,0,1,Graduate
6,7,6,13.0,6,6,6,14.333333333333334,19,1,0,1,1,10,10,1,0,1,0,1,1,Graduate
5,6,4,11.75,5,10,5,12.571428571428571,18,0,1,23,27,10,7,1,0,1,0,1,1,Graduate
5,5,4,12.5,5,5,4,14.25,19,0,1,13,14,8,4,0,0,1,0,1,1,Graduate
17,19,17,11.61111111111111,17,22,17,12.055555555555555,25,0,1,1,1,10,10,1,0,1,0,1,1,Graduate
6,6,6,14.0,6,6,6,14.666666666666666,18,0,1,1,1,5,4,1,0,1,0,1,1,Graduate
6,8,0,0.0,6,10,0,0.0,26,0,1,1,4,10,6,1,0,0,1,1,1,Dropout
5,5,5,0.0,5,6,5,0.0,18,0,0,1,1,7,7,1,0,1,0,0,1,Graduate
5,6,0,0.0,5,5,0,0.0,18,0,1,4,14,5,4,1,0,0,0,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,18,0,1,3,20,4,6,0,0,0,0,1,1,Dropout
5,9,4,12.25,5,9,3,12.333333333333334,18,1,1,1,14,5,4,1,0,1,0,1,1,Dropout
6,12,3,11.5,6,12,3,13.666666666666666,20,0,1,22,27,10,5,0,0,1,0,1,14,Dropout
7,9,6,12.571428571428571,9,9,9,12.555555555555555,25,0,1,1,14,5,5,0,0,1,0,1,14,Graduate
6,9,6,12.0,6,10,5,12.166666666666666,18,0,1,2,1,5,2,0,0,1,0,1,1,Dropout
12,17,11,12.0,12,21,12,12.307692307692308,19,0,1,13,27,10,10,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,20,0,1,1,1,5,2,1,0,1,0,1,1,Dropout
7,9,6,12.0,6,6,6,11.166666666666666,20,1,1,13,27,6,8,1,0,1,0,1,1,Graduate
5,9,4,11.6,6,7,6,12.25,20,0,0,3,1,3,10,0,0,1,0,1,1,Graduate
5,5,0,0.0,5,5,0,0.0,19,1,1,1,27,5,10,1,0,1,0,1,1,Dropout
6,9,5,12.0,6,8,4,13.0,20,0,0,1,14,10,6,0,0,1,0,1,1,Enrolled
6,10,4,12.5,6,12,1,10.0,19,0,1,2,28,21,35,1,0,1,0,1,1,Enrolled
5,5,0,0.0,5,0,0,0.0,20,0,1,22,27,8,8,1,0,0,0,1,1,Dropout
6,15,4,10.5,6,16,4,12.5,24,0,1,23,27,8,8,0,0,1,0,1,1,Dropout
6,8,5,12.857142857142858,6,11,6,12.3,20,0,1,23,28,10,9,1,0,1,0,1,14,Graduate
5,7,3,11.666666666666666,5,5,4,12.0,19,0,1,3,14,3,9,1,0,1,0,1,1,Enrolled
5,7,2,13.0,5,11,1,10.0,23,0,1,1,14,5,5,0,0,1,0,1,1,Dropout
6,8,6,11.833333333333334,6,9,5,10.4,20,0,1,13,14,5,4,1,0,1,0,1,1,Enrolled
11,11,11,12.454545454545457,11,17,8,12.75,21,0,1,19,24,1,1,0,0,1,0,0,1,Graduate
5,6,3,11.0,5,6,0,0.0,20,0,1,8,10,10,10,1,0,1,0,1,1,Dropout
5,10,4,0.0,6,7,4,14.25,18,0,0,22,27,5,5,1,0,1,0,1,1,Graduate
6,8,6,0.0,6,6,6,14.166666666666666,18,1,1,1,14,10,8,0,0,1,0,1,1,Graduate
6,8,6,12.333333333333334,6,6,6,13.666666666666666,18,0,1,1,1,5,4,1,0,1,0,1,1,Graduate
5,13,5,12.0,5,9,4,11.4,18,0,1,3,28,4,8,1,0,1,0,1,1,Enrolled
6,12,4,11.6,6,11,5,11.5,20,0,1,3,3,8,2,1,0,1,0,1,14,Enrolled
6,7,6,11.333333333333334,6,8,6,12.285714285714286,18,1,1,13,28,5,10,0,0,1,0,1,1,Graduate
6,12,0,0.0,6,0,0,0.0,19,0,1,22,27,1,5,1,0,1,0,1,1,Dropout
5,7,4,12.0,5,8,2,12.5,20,0,1,1,3,10,11,1,0,1,0,1,1,Enrolled
5,11,4,12.0,5,9,5,12.6,19,0,1,13,28,5,8,0,0,1,0,1,1,Graduate
5,11,2,12.5,5,9,2,11.5,33,0,1,22,27,10,6,1,0,1,1,0,1,Dropout
12,12,12,13.666666666666666,11,16,11,13.0,21,0,1,2,1,4,4,1,0,1,0,1,1,Graduate
6,17,2,14.5,6,13,0,0.0,25,0,1,1,14,5,5,0,0,0,1,1,1,Dropout
6,10,4,13.2,6,8,0,0.0,20,1,1,1,1,5,10,1,0,1,0,1,1,Dropout
7,11,5,12.166666666666666,8,14,5,14.8,22,1,1,1,1,10,5,1,0,1,0,1,16,Dropout
6,10,4,11.25,6,6,6,11.333333333333334,39,0,0,22,27,10,2,0,0,1,0,1,12,Graduate
6,8,6,15.166666666666666,6,7,6,14.428571428571429,21,1,1,3,1,3,7,1,0,1,0,1,1,Graduate
6,8,6,11.166666666666666,6,7,4,13.4,19,1,0,1,1,10,10,0,0,1,0,1,1,Graduate
7,8,6,10.983333333333334,7,8,6,10.983333333333334,26,1,0,22,27,10,8,0,0,1,0,1,12,Graduate
6,8,4,10.75,6,11,5,11.5,19,1,0,13,1,5,4,1,0,1,0,1,1,Graduate
12,15,11,13.384615384615383,9,13,7,14.285714285714286,20,1,0,1,3,5,3,1,0,0,0,1,16,Graduate
6,8,6,11.285714285714286,6,10,5,12.2,25,1,0,1,27,5,10,1,0,1,0,1,1,Enrolled
6,13,0,0.0,6,6,0,0.0,24,0,1,13,27,9,6,0,0,1,0,0,1,Dropout
5,7,4,13.0,5,9,5,14.833333333333334,20,0,1,13,14,5,1,1,0,1,0,1,1,Graduate
6,9,6,16.11111111111111,6,7,6,13.5,18,0,0,22,27,10,10,1,0,1,0,1,1,Graduate
6,8,6,11.5,6,8,6,11.0,20,0,1,1,3,10,10,0,0,1,0,1,1,Graduate
6,15,4,10.75,6,12,2,10.5,20,0,1,3,4,3,3,1,0,1,0,1,14,Dropout
6,10,4,11.6,6,8,5,13.0,24,1,1,13,1,6,9,1,0,1,0,1,12,Graduate
7,21,0,0.0,7,7,0,0.0,24,0,1,1,3,3,3,0,0,1,1,1,12,Dropout
5,5,5,13.8,5,7,5,14.142857142857142,23,0,1,3,1,3,6,0,0,1,0,1,15,Graduate
7,8,7,13.585714285714284,8,8,8,14.6875,20,0,1,1,27,6,6,1,0,1,0,1,1,Graduate
6,8,6,13.857142857142858,6,8,5,13.0,19,0,1,1,27,5,11,1,0,1,0,1,1,Graduate
6,12,5,12.0,6,10,6,12.333333333333334,28,0,1,22,27,10,9,0,0,1,0,1,1,Enrolled
6,9,6,13.444444444444445,6,9,5,12.6,20,1,1,1,28,5,5,1,0,1,0,1,14,Graduate
6,6,6,14.0,6,7,6,13.857142857142858,18,0,1,23,27,4,4,0,0,1,0,1,1,Graduate
6,10,1,12.0,6,0,0,0.0,20,0,1,1,1,12,12,1,0,1,1,1,1,Dropout
7,11,5,13.34,7,9,5,10.84,35,0,0,22,27,29,42,0,0,1,0,1,1,Enrolled
6,12,3,11.0,6,12,3,12.0,19,0,0,23,28,8,8,1,0,0,0,1,1,Dropout
5,13,4,10.5,5,10,4,10.5,31,1,0,22,14,10,10,0,0,1,0,0,1,Enrolled
0,0,0,0.0,0,0,0,0.0,19,0,1,13,27,8,8,1,0,1,0,1,1,Graduate
13,13,13,14.0,12,13,12,13.0,22,0,1,13,27,8,8,1,0,1,0,1,1,Graduate
7,0,0,0.0,8,0,6,0.0,39,0,0,1,1,7,7,0,0,1,0,1,1,Dropout
1,1,0,0.0,6,0,0,0.0,22,0,1,1,1,5,9,1,0,0,0,1,1,Dropout
5,8,4,10.0,5,8,4,12.5,47,0,1,22,14,10,11,0,0,1,0,0,1,Enrolled
0,0,0,0.0,0,0,0,0.0,19,1,1,13,27,6,10,1,0,1,0,1,1,Graduate
7,0,0,0.0,8,0,0,0.0,19,0,0,13,27,10,10,1,0,1,0,1,1,Dropout
17,18,6,13.38888888888889,17,8,17,14.88888888888889,21,1,0,13,27,10,10,1,0,1,0,1,1,Graduate
7,0,0,0.0,8,0,0,0.0,39,0,0,13,1,5,2,1,0,0,0,1,5,Dropout
12,12,12,13.583333333333334,11,12,11,13.583333333333334,19,0,1,13,1,5,2,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,20,1,1,22,14,10,9,0,0,1,0,1,1,Enrolled
5,5,0,0.0,5,5,0,0.0,24,0,1,1,1,10,5,1,0,0,1,1,9,Dropout
5,9,1,10.0,5,5,0,0.0,27,0,1,13,14,10,10,1,0,1,0,0,1,Dropout
5,5,5,15.2,5,5,5,15.2,29,0,1,22,27,10,10,0,0,1,0,0,1,Graduate
6,8,4,12.8,6,17,0,0.0,20,0,0,13,1,10,5,1,0,1,0,1,1,Dropout
5,7,5,11.166666666666666,5,5,4,11.0,21,0,1,13,1,8,5,0,0,1,0,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,18,0,1,3,2,3,3,1,0,1,0,1,1,Enrolled
8,9,7,12.828571428571427,8,9,7,12.828571428571427,19,0,1,1,1,5,4,0,0,1,0,1,1,Graduate
6,6,6,12.5,6,10,4,12.6,19,0,1,1,1,6,2,0,0,0,1,1,1,Dropout
5,12,3,10.0,5,10,3,12.4,28,1,1,22,27,10,10,0,0,1,0,1,1,Graduate
6,6,6,11.5,6,10,4,13.25,21,0,0,13,1,10,8,1,0,0,0,1,1,Graduate
8,11,7,11.328571428571427,8,11,7,11.328571428571427,23,0,0,3,3,3,10,1,0,0,1,1,1,Dropout
6,15,2,13.0,6,13,3,13.0,39,0,0,13,14,10,5,0,0,1,0,1,1,Enrolled
7,7,6,13.033333333333331,7,7,6,13.033333333333331,18,0,0,23,1,10,6,1,0,1,0,1,1,Graduate
6,8,6,12.166666666666666,6,7,4,11.75,59,0,0,22,27,10,7,0,0,1,0,1,1,Graduate
5,6,4,14.5,5,10,3,16.2,30,0,1,4,3,3,8,0,0,1,1,1,4,Enrolled
5,7,5,14.4,5,5,5,13.6,18,0,0,1,28,10,10,1,0,1,0,1,1,Graduate
6,10,4,12.25,7,9,6,12.5,41,0,0,22,27,10,10,0,0,1,0,0,14,Enrolled
6,6,6,12.666666666666666,6,6,6,12.0,18,1,0,23,14,10,11,1,0,1,0,1,1,Graduate
6,14,2,12.0,6,14,3,11.666666666666666,20,0,0,23,14,8,8,1,0,0,1,1,1,Dropout
5,6,0,0.0,5,5,0,0.0,32,0,0,22,27,5,8,0,0,0,0,1,3,Dropout
5,5,3,11.666666666666666,5,10,4,10.8,19,0,0,23,27,4,6,1,0,1,0,1,1,Dropout
6,0,0,0.0,6,0,0,0.0,41,0,0,22,27,8,9,0,0,1,0,1,9,Dropout
5,12,1,10.0,5,10,0,0.0,38,0,0,13,14,12,12,0,0,1,0,0,1,Dropout
7,8,6,0.0,6,9,6,0.0,35,0,0,27,1,5,10,0,0,1,0,1,1,Dropout
6,11,4,12.25,6,16,3,12.0,27,0,0,19,24,1,1,1,0,1,0,0,1,Dropout
6,10,4,12.0,6,6,6,12.5,19,0,0,1,27,5,10,1,0,1,0,1,1,Graduate
6,7,5,12.6,6,6,5,11.8,18,0,0,13,27,10,6,0,0,0,0,1,1,Enrolled
5,5,0,0.0,5,5,0,0.0,39,0,0,19,24,1,1,0,0,0,0,0,7,Dropout
5,5,0,0.0,5,10,0,0.0,37,0,0,22,27,10,10,0,0,0,0,1,2,Dropout
8,8,0,0.0,8,8,0,0.0,37,0,0,23,28,10,10,0,0,0,0,1,1,Dropout
16,16,16,12.6875,13,13,13,12.0,35,1,0,19,24,1,1,0,0,1,0,0,1,Graduate
13,22,10,10.4,9,8,6,0.0,18,0,0,1,27,10,10,0,0,1,0,1,1,Graduate
5,10,5,14.333333333333334,5,8,5,13.0,18,0,0,1,28,6,6,1,0,1,0,1,1,Graduate
7,7,6,14.666666666666666,6,7,6,14.333333333333334,30,1,0,22,27,10,10,0,0,1,0,0,1,Graduate
7,7,7,12.835714285714284,8,8,8,14.23125,21,0,0,1,14,3,8,1,0,1,0,1,1,Graduate
5,5,0,0.0,5,0,0,0.0,20,0,1,22,14,10,6,1,0,1,0,1,1,Dropout
5,9,0,0.0,5,5,0,0.0,18,0,1,1,28,7,7,1,0,1,1,1,1,Enrolled
0,0,0,0.0,0,0,0,0.0,19,0,1,22,27,10,10,1,0,1,0,1,1,Dropout
8,8,8,13.24875,8,8,8,13.24875,18,0,1,3,14,3,11,1,0,1,0,1,1,Graduate
7,10,7,12.857142857142858,7,7,4,12.75,20,0,1,2,3,3,5,0,0,1,0,1,1,Enrolled
6,12,5,13.6,6,10,4,14.25,21,0,0,23,14,6,8,1,0,1,0,1,1,Enrolled
5,6,3,14.0,5,8,5,12.4,22,1,0,1,1,4,5,1,0,1,0,1,1,Graduate
6,11,3,12.0,6,11,2,0.0,18,0,0,13,14,6,6,1,0,0,0,1,14,Enrolled
6,9,6,13.166666666666666,6,8,4,14.0,20,0,0,22,1,4,10,0,0,1,0,1,1,Enrolled
6,8,6,13.625,6,7,6,12.166666666666666,19,1,0,1,14,8,8,1,0,1,0,1,1,Graduate
7,8,7,14.85,8,9,8,15.61111111111111,18,1,0,13,28,10,6,1,0,1,0,1,1,Graduate
5,9,4,10.75,5,6,5,11.4,21,0,1,1,14,5,5,1,0,1,0,1,1,Graduate
7,11,0,0.0,7,11,2,11.666666666666666,19,0,0,13,1,10,5,0,0,1,1,1,1,Enrolled
6,0,0,0.0,6,0,0,0.0,37,0,0,22,27,10,7,0,0,1,0,1,1,Dropout
12,14,12,14.0,7,12,7,13.857142857142858,45,0,0,22,27,10,10,1,0,1,0,0,1,Enrolled
6,8,0,0.0,6,10,0,0.0,38,0,1,22,27,10,11,0,0,0,1,1,12,Dropout
5,5,0,0.0,5,5,6,0.0,55,0,1,22,27,12,12,1,0,0,0,0,9,Dropout
6,17,5,13.0,6,11,4,11.75,28,0,0,22,27,10,8,0,0,0,1,1,1,Dropout
8,12,8,12.375,9,11,5,12.4,46,0,0,22,27,7,7,0,0,1,0,0,2,Graduate
0,0,0,0.0,0,0,0,0.0,22,0,0,13,14,5,5,1,1,1,0,1,1,Graduate
6,10,5,11.4,6,9,4,13.75,46,0,0,22,27,10,10,0,0,1,0,1,12,Dropout
5,9,4,11.25,5,7,4,13.0,28,0,0,13,27,6,6,0,0,1,0,0,1,Enrolled
